,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
3117,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3118,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3119,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3120,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3121,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3122,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3123,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3124,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3125,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3126,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3127,18,1,0,0,0,0,1,2,0,1,0,0,0,0,0,85
3128,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3129,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3130,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3131,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3132,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3133,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132
3134,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3135,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3136,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3137,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3138,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3139,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3140,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3141,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110
3142,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3143,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3144,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3145,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3146,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3147,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3148,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3149,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3150,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3151,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3152,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3153,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3154,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3155,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3156,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3157,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3158,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3159,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3160,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3161,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3162,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3163,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39
3164,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3165,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3166,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3167,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3168,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3169,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3170,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3171,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3172,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3173,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3174,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3175,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
3176,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3177,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3178,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3179,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3180,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3181,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3182,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3183,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3184,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3185,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3186,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3187,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
3188,18,1,0,0,0,0,1,2,0,1,0,0,0,0,0,65
3189,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3190,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3191,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3192,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3193,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3194,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3195,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3196,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49
3197,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3198,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3199,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3200,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3201,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3202,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3203,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113
3204,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
3205,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3206,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3207,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3208,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3209,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3210,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3211,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3212,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3213,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114
3214,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3215,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3216,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3217,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3218,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3219,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3220,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3221,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3222,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3223,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3224,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3225,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3226,18,1,0,0,0,0,1,2,0,1,0,0,0,0,0,78
3227,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3228,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
3229,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3230,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,70
3231,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,47
3232,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,34
3233,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,20
3234,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,5
3235,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,61
3236,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,12
3237,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,223
3238,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,59
3239,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,37
3240,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,78
3241,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3242,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,179
3243,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
3244,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,80
3245,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,53
3246,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,19
3247,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,43
3248,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,70
3249,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,71
3250,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,135
3251,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,77
3252,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,120
3253,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,98
3254,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,21
3255,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,37
3256,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,193
3257,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,147
3258,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,118
3259,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,19
3260,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,68
3261,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3262,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,80
3263,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,159
3264,23,1,0,0,0,0,1,2,0,1,0,0,0,0,0,62
3265,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,8
3266,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,59
3267,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,102
3268,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,47
3269,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,16
3270,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,117
3271,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,132
3272,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,18
3273,24,0,0,0,0,0,1,3,0,1,0,0,0,0,0,71
3274,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,126
3275,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,83
3276,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3277,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,20
3278,25,1,0,0,0,0,1,2,0,1,0,0,0,0,0,80
3279,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,142
3280,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,81
3281,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,34
3282,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,58
3283,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,14
3284,24,0,0,0,0,0,1,2,0,1,0,0,0,0,0,232
3285,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3286,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3287,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3288,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3289,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3290,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30
3291,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3292,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3293,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3294,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3295,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3296,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
3297,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3298,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3299,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3300,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3301,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3302,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3303,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3304,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3305,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3308,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3309,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3310,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3311,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3312,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3314,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3315,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3316,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3317,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3318,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3319,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3320,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
3321,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54
3322,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3323,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3324,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3325,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3326,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3327,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
3328,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3329,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3330,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3331,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3332,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64
3333,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3334,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3335,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3336,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3337,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3338,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3339,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3340,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3341,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3342,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3343,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38
3344,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3345,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3346,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3347,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3348,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3349,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85
3350,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102
3351,23,1,0,0,0,0,1,2,0,1,0,0,0,0,0,136
3352,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3353,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3354,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3355,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3356,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3357,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3358,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3359,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3360,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3361,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3362,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3363,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3364,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3365,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
3366,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3367,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3368,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3369,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3370,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3371,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3372,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3373,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3374,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3375,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
3376,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3377,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3378,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3379,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3380,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
3381,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3382,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3383,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3384,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3385,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3386,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3387,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3388,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3389,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3390,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3391,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3392,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3393,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3394,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3395,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3396,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3398,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57
3399,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3400,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3401,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3402,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
3403,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3404,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35
3405,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3406,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3407,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3408,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3409,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3410,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3411,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
3412,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3413,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3414,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3415,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3416,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3417,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3418,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3419,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3420,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
3421,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3422,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3423,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3424,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3425,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91
3426,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92
3427,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97
3428,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95
3429,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3430,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3431,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83
3432,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3433,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3434,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
3435,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
3436,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
3437,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
3438,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3439,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3440,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3441,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3442,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3443,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
3444,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3445,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108
3446,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3447,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51
3448,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3449,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3450,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
3451,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3452,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3453,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41
3454,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
3455,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3456,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3457,24,1,0,0,0,0,1,3,0,1,0,0,0,0,0,62
3458,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67
3459,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3460,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3461,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
3462,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3463,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3464,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3465,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3466,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71
3467,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3468,24,1,0,0,0,0,1,4,0,1,0,0,0,0,0,89
3469,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3470,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3471,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
3472,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3473,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3474,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3475,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3476,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3477,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
3478,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3479,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19
3480,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3481,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3482,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3483,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3484,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3485,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
3486,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138
3487,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
3488,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
3489,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
3490,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55
3491,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3492,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3493,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3494,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3495,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37
3496,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74
3497,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3498,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26
3499,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3500,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79
3501,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3502,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3503,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3504,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3505,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3506,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3507,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
3508,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
3509,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3510,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
