,lengthOfEmailId,noOfDotsInEmailId,noOfDashesInEmailId,noOfSpecialCharsInEmailId,noOfDigitsInEmailId,noOfSubdomainsInEmailId,noOfUrls,noOfDotsInUrls,noOfDashesInUrls,noOfSpecialCharsInUrls,hasIpAddressInUrls,noOfIpAddressInUrls,noOfHttpsLinks,no_of_attachments,class_label,noOfMaliciousWords
406,34,0,0,1,5,0,1,6,0,1,0,0,0,1,1,27
407,37,0,0,1,7,0,1,6,0,1,0,0,0,1,1,31
408,37,0,0,1,7,0,1,6,0,1,0,0,0,1,1,31
409,38,0,1,0,8,1,1,6,0,1,0,0,0,1,1,27
410,28,0,0,1,11,0,1,6,0,1,0,0,0,1,1,26
411,37,0,1,0,10,0,1,6,0,1,0,0,0,1,1,26
412,43,0,1,0,12,1,1,6,0,1,0,0,0,1,1,36
413,32,0,0,1,6,0,1,6,0,2,0,0,0,1,1,24
414,37,0,1,0,10,1,1,7,0,1,0,0,0,1,1,34
415,30,0,0,1,13,0,1,6,0,1,0,0,0,1,1,23
416,49,0,1,0,15,1,1,6,0,1,0,0,0,1,1,21
417,34,0,1,0,8,1,1,6,0,1,0,0,0,1,1,33
418,50,0,1,0,15,1,1,6,0,1,0,0,0,1,1,29
419,23,0,1,0,7,0,1,6,0,1,0,0,0,1,1,5
420,48,0,0,1,15,1,1,6,0,1,0,0,0,1,1,25
421,26,0,1,0,9,0,1,6,0,1,0,0,0,1,1,28
422,32,0,1,0,7,0,1,6,0,1,0,0,0,1,1,30
423,24,0,0,0,8,0,1,6,0,1,0,0,0,1,1,30
424,28,0,0,1,9,0,1,6,0,1,0,0,0,1,1,19
425,41,0,0,1,10,1,1,6,0,1,0,0,0,1,1,22
426,34,0,0,1,7,1,1,6,0,1,0,0,0,1,1,20
427,22,0,0,0,7,0,1,6,0,1,0,0,0,1,1,5
428,36,0,0,1,17,0,1,6,0,1,0,0,0,1,1,24
429,23,0,0,0,0,0,3,12,0,6,1,1,2,0,1,94
430,15,0,0,0,0,0,8,21,3,20,0,0,1,0,1,74
431,16,0,0,0,0,0,6,21,1,13,1,1,0,0,1,57
432,22,0,1,0,8,0,1,7,0,1,0,0,0,1,1,25
433,36,0,0,1,7,0,1,5,0,2,0,0,0,1,1,26
434,16,0,0,0,0,0,2,7,0,3,1,1,0,0,1,57
435,33,0,1,0,6,0,1,5,0,2,0,0,0,1,1,30
436,35,0,1,0,6,0,1,5,0,2,0,0,0,1,1,2
437,24,0,0,0,0,0,8,25,1,13,0,0,2,0,1,60
438,26,0,0,1,6,0,1,5,0,2,0,0,0,1,1,30
439,24,0,1,0,6,0,1,5,0,2,0,0,0,1,1,27
440,27,0,1,0,6,0,1,5,0,2,0,0,0,1,1,29
441,47,0,2,1,2,0,1,5,0,1,0,0,0,1,1,26
442,37,0,1,0,11,0,1,5,0,2,0,0,0,1,1,3
443,31,0,0,1,14,0,1,5,0,2,0,0,0,1,1,21
444,39,0,1,0,12,0,1,6,2,1,0,0,0,1,1,23
445,42,0,0,1,15,0,1,5,0,2,0,0,0,1,1,25
446,32,0,1,0,5,0,1,5,0,2,0,0,0,1,1,21
447,37,0,0,1,11,0,1,5,0,2,0,0,0,1,1,21
448,26,0,0,1,7,0,1,5,0,2,0,0,0,1,1,24
449,23,0,0,1,5,0,1,5,0,2,0,0,0,1,1,25
450,38,0,0,1,10,0,1,5,0,2,0,0,0,1,1,23
451,34,0,1,0,12,0,1,5,0,2,0,0,0,1,1,23
452,33,0,1,0,5,0,1,5,0,2,0,0,0,1,1,30
453,26,0,1,0,5,0,1,5,0,2,0,0,0,1,1,25
454,29,0,1,0,9,0,1,5,0,2,0,0,0,1,1,27
455,20,0,1,0,0,0,1,4,0,1,0,0,0,1,1,72
456,33,0,0,1,12,0,1,5,0,2,0,0,0,1,1,39
457,30,0,1,0,9,0,1,5,0,2,0,0,0,1,1,26
458,24,0,0,1,8,0,1,5,0,2,0,0,0,1,1,15
459,29,0,0,0,6,0,1,5,0,2,0,0,0,1,1,3
460,25,0,0,0,8,0,1,5,0,2,0,0,0,1,1,33
461,30,0,0,1,6,0,1,5,0,2,0,0,0,1,1,24
462,27,0,1,0,9,0,1,5,0,2,0,0,0,1,1,25
463,40,0,0,0,15,0,1,5,0,2,0,0,0,1,1,28
464,30,0,1,0,8,0,1,5,0,1,0,0,0,1,1,21
465,26,0,0,1,7,0,1,5,0,2,0,0,0,1,1,34
466,28,0,1,0,5,0,1,5,0,2,0,0,0,1,1,27
467,27,0,0,1,11,0,1,5,0,1,0,0,0,1,1,28
468,21,0,1,0,5,0,1,5,0,2,0,0,0,1,1,2
469,16,0,0,0,0,0,8,25,3,20,1,1,1,0,1,72
470,45,2,0,0,12,0,1,6,2,2,0,0,0,1,1,12
471,45,2,0,0,15,0,1,6,2,2,0,0,0,1,1,19
472,38,2,0,0,12,0,1,6,2,2,0,0,0,1,1,17
473,40,2,0,0,8,0,1,5,2,2,0,0,0,1,1,13
474,41,2,0,0,13,0,1,6,2,2,0,0,0,1,1,15
475,32,0,1,0,16,0,2,9,0,2,0,0,0,0,1,59
476,40,2,0,0,9,0,1,6,2,2,0,0,0,1,1,14
477,41,0,2,1,3,0,2,10,4,4,0,0,0,1,1,37
478,42,2,0,0,9,0,1,6,2,2,0,0,0,1,1,15
479,30,2,0,0,7,0,1,6,2,2,0,0,0,1,1,9
480,41,2,0,0,11,0,1,6,2,2,0,0,0,1,1,14
481,43,2,0,0,12,0,2,10,0,2,0,0,0,0,1,52
482,38,2,0,0,9,0,2,10,0,2,0,0,0,0,1,53
483,35,2,0,0,7,0,2,10,0,2,0,0,0,0,1,54
484,36,2,0,0,9,0,2,10,0,2,0,0,0,0,1,54
485,34,2,0,0,11,0,2,10,0,2,0,0,0,0,1,59
486,29,0,0,1,14,0,2,9,0,2,0,0,0,0,1,54
487,37,2,0,0,9,0,1,6,2,2,0,0,0,1,1,14
488,34,2,0,0,12,0,2,10,0,2,0,0,0,0,1,52
489,34,0,1,0,13,0,2,8,2,2,0,0,0,0,1,44
490,34,2,0,0,9,0,2,10,0,2,0,0,0,0,1,49
491,26,0,1,0,0,0,2,8,1,4,0,0,1,0,1,59
492,43,2,0,0,8,0,2,6,2,2,0,0,0,0,1,47
493,26,0,0,1,8,0,2,9,0,2,0,0,0,0,1,57
494,39,2,0,0,9,0,1,6,2,2,0,0,0,1,1,15
495,45,0,0,1,14,1,2,9,0,2,0,0,0,0,1,61
496,37,0,1,0,9,1,2,9,0,2,0,0,0,0,1,60
497,38,2,0,0,12,0,1,6,2,2,0,0,0,1,1,13
498,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57
499,31,0,1,0,7,0,1,5,0,2,0,0,0,1,1,1
500,39,2,0,0,13,0,1,6,2,2,0,0,0,1,1,18
501,45,2,0,0,12,0,1,6,2,2,0,0,0,1,1,15
502,39,0,0,1,11,1,2,9,0,2,0,0,0,0,1,64
503,42,2,0,0,9,0,1,6,2,2,0,0,0,1,1,16
504,32,2,0,0,8,0,1,6,2,2,0,0,0,1,1,15
505,41,2,0,0,9,0,1,6,2,2,0,0,0,1,1,12
506,34,0,1,0,10,1,2,9,0,2,0,0,0,0,1,56
507,30,0,1,0,15,0,2,9,0,2,0,0,0,0,1,50
508,39,2,0,0,10,0,2,8,2,2,0,0,0,0,1,61
509,49,2,0,0,8,0,2,6,2,2,0,0,0,0,1,57
510,41,2,0,0,9,0,2,10,0,2,0,0,0,0,1,55
511,39,2,0,0,7,0,2,8,2,2,0,0,0,0,1,57
512,48,2,0,0,13,0,2,8,2,2,0,0,0,0,1,57
513,49,2,0,0,15,0,2,8,2,2,0,0,0,0,1,55
514,47,2,0,0,8,0,2,6,2,2,0,0,0,0,1,53
515,40,2,0,0,8,0,2,8,2,2,0,0,0,0,1,52
516,46,2,0,0,13,0,2,6,2,2,0,0,0,0,1,58
517,19,0,0,0,0,0,2,8,2,2,1,1,0,0,1,63
518,40,2,0,0,11,0,2,10,0,2,0,0,0,0,1,51
519,46,2,0,0,12,0,2,8,2,2,0,0,0,0,1,57
520,18,0,0,0,0,0,7,21,1,16,0,0,1,0,1,60
521,42,2,0,0,7,0,2,6,2,2,0,0,0,0,1,53
522,35,2,0,0,9,0,2,10,0,2,0,0,0,0,1,58
523,35,2,0,0,9,0,2,10,0,2,0,0,0,0,1,58
524,44,2,0,0,10,0,2,8,2,2,0,0,0,0,1,58
525,45,2,0,0,8,0,2,6,2,2,0,0,0,0,1,57
526,52,2,0,0,9,0,2,6,2,2,0,0,0,0,1,59
527,45,2,0,0,12,0,2,6,2,2,0,0,0,0,1,54
528,42,2,0,0,7,0,2,8,2,2,0,0,0,0,1,59
529,49,2,0,0,9,0,2,6,2,2,0,0,0,0,1,51
530,44,2,0,0,8,0,2,6,2,2,0,0,0,0,1,55
531,43,2,0,0,8,0,2,8,2,2,0,0,0,0,1,61
532,52,2,0,0,9,0,2,6,2,2,0,0,0,0,1,50
533,44,2,0,0,7,0,2,6,2,2,0,0,0,0,1,52
534,39,2,0,0,7,0,2,6,2,2,0,0,0,0,1,58
535,45,2,0,0,11,0,2,8,2,2,0,0,0,0,1,56
536,47,2,0,0,8,0,2,6,2,2,0,0,0,0,1,55
537,39,2,0,0,10,0,2,10,0,2,0,0,0,0,1,57
538,43,2,0,0,12,0,1,6,2,2,0,0,0,1,1,17
539,40,2,0,0,8,0,1,6,2,2,0,0,0,1,1,16
540,49,2,0,0,13,0,2,6,2,2,0,0,0,0,1,50
541,49,2,0,0,10,0,2,6,2,2,0,0,0,0,1,56
542,48,2,0,0,10,0,2,8,2,2,0,0,0,0,1,55
543,49,2,0,0,7,0,2,6,2,2,0,0,0,0,1,55
544,45,2,0,0,9,0,2,8,2,2,0,0,0,0,1,56
545,41,2,0,0,8,0,2,6,2,2,0,0,0,0,1,57
546,39,2,0,0,12,0,2,8,2,2,0,0,0,0,1,49
547,42,2,0,0,8,0,2,8,2,2,0,0,0,0,1,54
548,49,2,0,0,7,0,2,6,2,2,0,0,0,0,1,60
549,42,2,0,0,9,0,2,6,2,2,0,0,0,0,1,58
550,40,2,0,0,10,0,2,8,2,2,0,0,0,0,1,64
551,49,2,0,0,7,0,2,6,2,2,0,0,0,0,1,58
552,48,2,0,0,9,0,2,6,2,2,0,0,0,0,1,51
553,36,2,0,0,7,0,2,8,2,2,0,0,0,0,1,48
554,19,0,0,0,0,0,5,12,10,6,0,0,0,0,1,46
555,50,2,0,0,13,0,2,6,2,2,0,0,0,0,1,56
556,40,2,0,0,9,0,2,8,2,2,0,0,0,0,1,54
557,50,2,0,0,12,0,2,6,2,2,0,0,0,0,1,59
558,48,2,0,0,11,0,2,8,2,2,0,0,0,0,1,57
559,51,2,0,0,10,0,2,6,2,2,0,0,0,0,1,55
560,42,2,0,0,11,0,2,8,2,2,0,0,0,0,1,53
561,51,2,0,0,10,0,2,6,2,2,0,0,0,0,1,53
562,49,2,0,0,13,0,2,8,2,2,0,0,0,0,1,57
563,39,0,2,1,3,0,2,10,0,2,0,0,0,1,1,42
564,37,2,0,0,8,0,2,8,2,2,0,0,0,0,1,56
565,55,2,0,0,15,0,2,6,2,2,0,0,0,0,1,63
566,37,2,0,0,7,0,2,8,2,2,0,0,0,0,1,59
567,50,2,0,0,14,0,2,8,2,2,0,0,0,0,1,59
568,33,2,0,0,8,0,2,8,2,2,0,0,0,0,1,58
569,55,2,0,0,12,0,2,6,2,2,0,0,0,0,1,51
570,40,2,0,0,9,0,2,8,2,2,0,0,0,0,1,55
571,44,2,0,0,7,0,2,6,2,2,0,0,0,0,1,62
572,37,2,0,0,10,0,2,8,6,2,0,0,0,0,1,54
573,43,2,0,0,7,0,2,8,2,2,0,0,0,0,1,56
574,50,2,0,0,9,0,2,6,2,2,0,0,0,0,1,57
575,39,2,0,0,7,0,2,8,6,2,0,0,0,0,1,53
576,48,2,0,0,11,0,2,8,6,2,0,0,0,0,1,56
577,41,2,0,0,10,0,2,8,2,2,0,0,0,0,1,60
578,56,2,0,0,14,0,2,6,2,2,0,0,0,0,1,56
579,39,2,0,0,10,0,2,8,6,2,0,0,0,0,1,50
580,38,2,0,0,10,0,2,8,6,2,0,0,0,0,1,55
581,45,2,0,0,10,0,2,8,2,2,0,0,0,0,1,56
582,38,2,0,0,7,0,2,8,2,2,0,0,0,0,1,53
583,54,2,0,0,12,0,2,6,2,2,0,0,0,0,1,58
584,45,2,0,0,8,0,2,8,2,2,0,0,0,0,1,57
585,45,2,0,0,8,0,2,8,2,2,0,0,0,0,1,57
586,45,2,0,0,9,0,2,8,2,2,0,0,0,0,1,61
587,43,2,0,0,12,0,2,8,2,2,0,0,0,0,1,59
588,53,2,0,0,9,0,2,6,2,2,0,0,0,0,1,58
589,55,2,0,0,15,0,2,6,2,2,0,0,0,0,1,56
590,39,2,0,0,8,0,2,8,2,2,0,0,0,0,1,57
591,40,2,0,0,11,0,2,8,2,2,0,0,0,0,1,54
592,51,2,0,0,12,0,2,6,2,2,0,0,0,0,1,57
593,35,2,0,0,8,0,2,8,2,2,0,0,0,0,1,55
594,47,2,0,0,9,0,2,8,2,2,0,0,0,0,1,56
595,45,2,0,0,10,0,2,8,2,2,0,0,0,0,1,57
596,36,2,0,0,12,0,2,8,2,2,0,0,0,0,1,49
597,45,2,0,0,12,0,2,6,2,2,0,0,0,0,1,53
598,45,2,0,0,11,0,2,8,2,2,0,0,0,0,1,59
599,34,2,0,0,8,0,2,8,2,2,0,0,0,0,1,56
600,46,2,0,0,7,0,2,6,2,2,0,0,0,0,1,58
601,44,2,0,0,11,0,2,8,2,2,0,0,0,0,1,57
602,34,2,0,0,7,0,2,8,2,2,0,0,0,0,1,52
603,53,2,0,0,13,0,2,7,2,2,0,0,0,0,1,52
604,39,2,0,0,12,0,2,8,2,2,0,0,0,0,1,55
605,40,2,0,0,8,0,2,6,2,2,0,0,0,0,1,49
606,41,2,0,0,11,0,2,8,2,2,0,0,0,0,1,55
607,40,2,0,0,8,0,2,6,2,2,0,0,0,0,1,58
608,46,2,0,0,11,0,2,6,2,2,0,0,0,0,1,59
609,36,2,0,0,8,0,2,8,2,2,0,0,0,0,1,58
610,36,2,0,0,8,0,2,8,2,2,0,0,0,0,1,58
611,45,2,0,0,11,0,2,8,2,2,0,0,0,0,1,57
612,47,2,0,0,8,0,2,6,2,2,0,0,0,0,1,60
613,47,2,0,0,9,0,2,8,2,2,0,0,0,0,1,58
614,45,2,0,0,11,0,2,6,2,2,0,0,0,0,1,51
615,50,2,0,0,9,0,2,6,2,2,0,0,0,0,1,60
616,17,0,0,0,0,0,3,6,2,4,0,0,2,0,1,46
617,48,2,0,0,11,0,2,8,2,2,0,0,0,0,1,53
618,51,2,0,0,14,0,2,8,2,2,0,0,0,0,1,56
619,40,2,0,0,7,0,2,8,2,2,0,0,0,0,1,63
620,46,2,0,0,9,0,2,6,2,2,0,0,0,0,1,56
621,50,2,0,0,15,0,2,6,2,2,0,0,0,0,1,51
622,47,2,0,0,9,0,2,8,2,2,0,0,0,0,1,57
623,39,2,0,0,8,0,2,8,2,2,0,0,0,0,1,44
624,53,2,0,0,13,0,2,8,2,2,0,0,0,0,1,46
625,54,2,0,0,8,0,2,8,4,2,0,0,0,0,1,63
626,47,2,0,0,12,0,2,8,2,2,0,0,0,0,1,55
627,47,2,0,0,7,0,2,8,4,2,0,0,0,0,1,54
628,51,2,0,0,10,0,2,10,0,2,0,0,0,0,1,43
629,48,2,0,0,14,0,2,10,0,2,0,0,0,0,1,49
630,23,0,0,0,0,0,3,8,1,3,0,0,1,1,1,37
631,52,2,0,0,11,0,2,8,4,2,0,0,0,0,1,55
632,40,2,0,0,11,0,2,8,2,2,0,0,0,0,1,62
633,40,2,0,0,11,0,2,8,2,2,0,0,0,0,1,62
634,54,2,0,0,13,0,2,10,0,2,0,0,0,0,1,50
635,43,2,0,0,7,0,2,8,2,2,0,0,0,0,1,53
636,54,2,0,0,12,0,2,8,4,2,0,0,0,0,1,55
637,39,2,0,0,7,0,2,8,2,2,0,0,0,0,1,48
638,55,2,0,0,10,0,2,8,4,2,0,0,0,0,1,58
639,46,2,0,0,7,0,2,10,0,2,0,0,0,0,1,44
640,46,2,0,0,12,0,2,8,2,2,0,0,0,0,1,58
641,51,2,0,0,10,0,2,8,4,2,0,0,0,0,1,64
642,45,2,0,0,10,0,2,8,2,2,0,0,0,0,1,45
643,48,2,0,0,10,0,2,8,2,2,0,0,0,0,1,51
644,49,2,0,0,11,0,2,10,0,2,0,0,0,0,1,47
645,42,2,0,0,11,0,2,8,2,2,0,0,0,0,1,61
646,51,2,0,0,10,0,2,8,4,2,0,0,0,0,1,53
647,47,2,0,0,9,0,2,8,2,2,0,0,0,0,1,48
648,47,2,0,0,7,0,2,8,2,2,0,0,0,0,1,56
649,47,2,0,0,11,0,2,10,0,2,0,0,0,0,1,41
650,48,2,0,0,8,0,2,8,2,2,0,0,0,0,1,49
651,51,2,0,0,12,0,2,8,4,2,0,0,0,0,1,55
652,43,2,0,0,13,0,2,8,2,2,0,0,0,0,1,55
653,45,2,0,0,9,0,2,8,2,2,0,0,0,0,1,43
654,55,2,0,0,11,0,2,10,0,2,0,0,0,0,1,42
655,49,2,0,0,12,0,2,8,4,2,0,0,0,0,1,55
656,53,2,0,0,7,0,2,8,2,2,0,0,0,0,1,47
657,48,2,0,0,10,0,2,8,4,2,0,0,0,0,1,59
658,47,2,0,0,9,0,2,10,0,2,0,0,0,0,1,45
659,47,2,0,0,12,0,2,10,0,2,0,0,0,0,1,42
660,47,2,0,0,7,0,2,8,2,2,0,0,0,0,1,48
661,47,2,0,0,12,0,2,8,4,2,0,0,0,0,1,60
662,48,2,0,0,8,0,2,8,2,2,0,0,0,0,1,48
663,38,2,0,0,12,0,2,8,2,2,0,0,0,0,1,54
664,42,2,0,0,11,0,2,8,2,2,0,0,0,0,1,48
665,52,2,0,0,11,0,2,6,2,2,0,0,0,0,1,52
666,42,2,0,0,8,0,2,8,2,2,0,0,0,0,1,48
667,45,2,0,0,11,0,2,8,2,2,0,0,0,0,1,41
668,50,2,0,0,10,0,2,6,2,2,0,0,0,0,1,61
669,48,2,0,0,8,0,2,6,2,2,0,0,0,0,1,61
670,42,2,0,0,7,0,2,8,2,2,0,0,0,0,1,46
671,42,2,0,0,13,0,2,8,2,2,0,0,0,0,1,44
672,47,2,0,0,10,0,2,6,2,2,0,0,0,0,1,57
673,43,2,0,0,13,0,2,8,2,2,0,0,0,0,1,49
674,52,2,0,0,7,0,2,8,2,2,0,0,0,0,1,40
675,51,2,0,0,14,0,2,8,2,2,0,0,0,0,1,46
676,55,2,0,0,14,0,2,8,2,2,0,0,0,0,1,41
677,41,2,0,0,12,0,2,10,0,2,0,0,0,0,1,57
678,44,2,0,0,10,0,2,8,2,2,0,0,0,0,1,44
679,44,2,0,0,9,0,2,8,2,2,0,0,0,0,1,48
680,49,2,0,0,14,0,2,8,2,2,0,0,0,0,1,49
681,17,0,0,0,0,0,13,41,2,35,1,1,0,0,1,105
682,44,2,0,0,11,0,2,8,2,2,0,0,0,0,1,44
683,48,2,0,0,10,0,2,8,2,2,0,0,0,0,1,46
684,17,0,0,0,0,0,13,40,3,34,0,0,0,0,1,105
685,52,2,0,0,8,0,2,8,2,2,0,0,0,0,1,49
686,47,2,0,0,11,0,2,10,4,2,0,0,0,0,1,42
687,42,2,0,0,7,0,2,10,2,2,0,0,0,0,1,57
688,42,2,0,0,9,0,2,10,4,2,0,0,0,0,1,45
689,53,2,0,0,9,0,2,10,2,2,0,0,0,0,1,49
690,35,2,0,0,9,0,2,8,2,2,0,0,0,0,1,39
691,51,2,0,0,7,0,2,10,2,2,0,0,0,0,1,50
692,55,2,0,0,13,0,2,10,2,2,0,0,0,0,1,44
693,41,2,0,0,11,0,2,8,2,2,0,0,0,0,1,44
694,55,2,0,0,14,0,2,10,2,2,0,0,0,0,1,53
695,54,2,0,0,10,0,2,10,2,2,0,0,0,0,1,48
696,41,2,0,0,7,0,2,10,2,2,0,0,0,0,1,48
697,47,2,0,0,10,0,2,10,2,2,0,0,0,0,1,45
698,54,2,0,0,9,0,2,10,2,2,0,0,0,0,1,49
699,34,2,0,0,8,0,2,8,2,2,0,0,0,0,1,46
700,52,2,0,0,8,0,2,10,2,2,0,0,0,0,1,55
701,52,2,0,0,11,0,2,10,2,2,0,0,0,0,1,53
702,46,2,0,0,7,0,2,10,2,2,0,0,0,0,1,53
703,50,2,0,0,9,0,2,10,2,2,0,0,0,0,1,53
704,47,2,0,0,7,0,2,10,2,2,0,0,0,0,1,53
705,34,2,0,0,8,0,2,8,2,2,0,0,0,0,1,41
706,56,2,0,0,13,0,2,10,2,2,0,0,0,0,1,46
707,24,0,0,0,0,1,1,8,4,13,1,1,0,0,1,32
708,28,0,1,0,0,0,4,18,0,5,1,2,1,0,1,50
709,18,0,0,0,0,0,11,33,3,22,0,0,7,0,1,76
710,12,0,0,0,0,0,5,14,4,13,1,1,1,0,1,58
711,18,0,0,0,0,0,2,6,1,2,0,0,0,0,1,2
712,18,0,0,0,0,0,5,19,2,16,0,0,0,0,1,68
713,19,0,0,0,0,0,4,13,4,12,1,1,1,0,1,59
714,20,0,0,0,0,1,1,1,0,1,0,0,0,0,1,12
715,16,0,0,0,0,0,22,60,1,36,1,1,2,0,1,130
716,36,0,0,0,0,1,13,33,3,31,0,0,0,0,1,31
717,22,0,0,0,0,0,6,21,1,10,1,1,1,0,1,87
718,27,1,0,0,1,1,13,33,3,31,0,0,0,0,1,31
719,19,0,1,0,0,0,13,43,7,28,0,0,0,0,1,100
720,19,0,1,0,0,0,13,43,7,28,0,0,0,0,1,100
721,37,0,0,0,0,0,13,33,3,31,0,0,0,0,1,32
722,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
723,15,0,0,0,0,0,12,41,3,36,0,0,0,0,1,89
724,26,1,1,0,8,0,1,7,0,1,0,0,0,1,1,45
725,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
726,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
727,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,76
728,34,0,0,1,5,0,5,14,0,5,0,0,1,2,1,57
729,19,0,1,0,0,0,13,43,7,28,0,0,0,0,1,100
730,18,0,0,0,0,0,1,3,0,3,0,0,0,0,1,50
731,19,0,0,0,0,0,4,9,4,12,0,0,1,0,1,59
732,25,0,0,0,1,1,39,102,1,119,1,1,0,0,1,135
733,27,1,1,0,8,0,1,7,0,1,0,0,0,1,1,44
734,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,77
735,21,0,0,0,3,0,5,14,5,15,1,1,1,0,1,60
736,19,0,1,0,0,0,6,17,0,8,0,0,0,0,1,118
737,19,0,1,0,0,0,6,17,0,8,0,0,0,0,1,118
738,19,0,1,0,0,0,6,17,0,8,0,0,0,0,1,118
739,15,0,0,0,0,0,12,39,2,35,1,1,0,0,1,89
740,28,1,0,0,8,0,1,7,0,1,0,0,0,1,1,32
741,23,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1
742,25,0,0,0,1,1,39,102,1,119,1,1,0,0,1,135
743,21,0,0,0,3,0,5,14,5,15,1,1,1,0,1,60
744,19,0,0,0,0,0,7,25,1,18,1,3,0,0,1,78
745,23,0,0,0,0,0,1,4,0,1,0,0,0,0,1,80
746,38,1,0,1,11,0,1,7,0,1,0,0,0,1,1,34
747,25,0,0,0,1,1,39,102,1,119,1,1,0,0,1,135
748,19,0,1,0,0,0,2,4,4,6,0,0,1,0,1,97
749,19,0,0,0,0,0,7,25,1,18,1,3,0,0,1,78
750,21,0,0,0,0,0,1,5,0,2,1,1,0,0,1,24
751,34,0,0,0,0,0,16,38,3,32,0,0,0,0,1,97
752,19,0,1,0,0,0,1,4,0,47,0,0,0,0,1,7
753,21,0,0,0,0,1,1,2,0,2,0,0,0,0,1,53
754,19,0,1,0,0,0,1,4,0,47,0,0,0,0,1,7
755,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,77
756,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,77
757,19,0,1,0,0,0,2,12,4,19,0,0,1,0,1,73
758,17,0,0,0,0,0,3,10,5,10,1,1,0,0,1,69
759,17,0,0,0,0,0,5,15,3,9,0,0,0,2,1,24
760,33,1,1,1,10,0,1,7,0,1,0,0,0,1,1,45
761,35,0,2,0,12,0,1,8,0,1,0,0,0,1,1,29
762,19,0,0,0,0,0,4,11,0,6,0,0,0,0,1,44
763,17,0,0,0,0,0,2,7,0,3,1,2,0,1,1,4
764,19,0,1,0,0,0,8,25,2,70,1,1,0,0,1,79
765,13,0,0,0,0,0,3,13,7,7,1,1,0,0,1,70
766,23,0,1,0,0,0,12,31,5,36,0,0,0,0,1,48
767,17,0,0,0,0,0,4,13,0,7,0,0,0,0,1,66
768,21,0,0,0,0,0,4,9,0,8,0,0,0,0,1,72
769,34,1,0,1,7,0,1,7,0,1,0,0,0,1,1,41
770,19,0,0,0,0,0,6,16,1,12,0,0,3,0,1,54
771,22,0,0,0,0,0,7,20,1,13,0,0,1,0,1,63
772,23,0,0,0,0,1,7,21,4,12,0,0,2,0,1,51
773,18,0,0,0,0,0,5,38,4,7,0,0,0,0,1,92
774,19,0,1,0,0,0,8,25,2,70,1,1,0,0,1,79
775,16,0,0,0,0,0,16,54,4,62,1,1,0,0,1,103
776,28,1,0,1,6,0,1,7,0,1,0,0,0,1,1,39
777,33,0,0,2,9,0,1,8,0,1,0,0,0,1,1,20
778,30,0,0,0,0,0,4,16,5,6,0,0,3,0,1,22
779,18,0,0,0,0,0,4,10,2,12,0,0,1,0,1,60
780,20,0,0,0,0,0,2,7,0,3,1,1,0,0,1,78
781,17,0,0,0,0,0,5,12,1,8,0,0,1,0,1,63
782,30,1,1,1,7,0,1,7,0,1,0,0,0,1,1,36
783,13,0,0,0,0,0,12,36,2,48,0,0,0,0,1,30
784,0,0,0,0,0,0,8,28,1,13,1,2,1,0,1,24
785,29,0,2,0,0,0,3,7,0,10,0,0,2,0,1,62
786,16,0,0,0,0,0,5,19,0,9,1,1,0,0,1,75
787,16,0,0,0,0,0,11,26,0,22,1,1,0,0,1,68
788,23,0,0,0,0,1,4,19,0,6,0,0,1,0,1,70
789,16,0,0,0,0,0,11,28,0,25,0,0,0,0,1,124
790,17,0,0,0,0,0,3,12,4,9,1,1,0,0,1,67
791,17,0,0,0,0,0,6,17,4,24,0,0,0,0,1,56
792,18,0,0,0,0,0,3,8,4,10,0,0,2,0,1,14
793,16,0,0,0,0,0,11,28,0,25,0,0,0,0,1,124
794,26,0,0,0,0,0,3,5,0,6,0,0,0,0,1,80
795,28,0,0,0,0,1,3,10,0,7,0,0,1,0,1,91
796,16,0,0,0,0,0,13,34,1,38,0,0,0,0,1,104
797,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,76
798,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
799,34,1,1,0,12,0,1,7,0,1,0,0,0,1,1,44
800,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,76
801,16,0,0,0,0,0,5,19,0,9,1,1,0,0,1,75
802,19,0,0,0,0,0,9,24,0,18,1,1,3,0,1,93
803,19,0,0,0,0,0,7,24,1,14,1,3,0,0,1,76
804,19,0,1,0,0,0,29,91,18,60,0,0,0,0,1,123
805,31,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2
806,26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
807,19,0,1,0,0,0,29,94,18,60,0,0,0,0,1,123
808,19,0,1,0,0,0,29,94,18,60,0,0,0,0,1,123
809,19,0,1,0,0,0,29,94,18,60,0,0,0,0,1,123
810,19,0,1,0,0,0,29,94,18,60,0,0,0,0,1,123
811,19,0,1,0,0,0,29,94,18,60,0,0,0,0,1,123
